PERMNO,date,BIDLO,ASKHI,PRC,VOL,BID,ASK,CFACPR,OPENPRC
84398,2009/03/27,81.31000,82.53000,81.61000,322343600,81.59000,81.59000,1,82.05000
84398,2009/03/30,77.96000,79.87000,78.79000,324108500,78.78000,78.77000,1,79.80000
84398,2009/03/31,79.05000,81.08000,79.52000,364238200,79.50000,79.51000,1,79.56000
84398,2009/04/01,78.33000,81.42000,81.06000,377018300,81.06000,81.05000,1,78.53000
84398,2009/04/02,81.12960,84.61000,83.43000,476230900,83.42000,83.43000,1,83.08000
84398,2009/04/03,82.67000,84.28000,84.26000,284646200,84.24000,84.25000,1,83.49000
84398,2009/04/06,82.29000,84.27470,83.60000,264866600,83.55000,83.57000,1,83.34000
84398,2009/04/07,81.51000,82.65000,81.65000,259071900,81.58000,81.59000,1,82.25000
84398,2009/04/08,81.54000,82.94000,82.53000,230402700,82.52000,82.53000,1,82.06000
84398,2009/04/09,84.33000,85.82000,85.81000,269653400,85.80000,85.81000,1,84.67000
84398,2009/04/13,84.58000,86.54000,85.83000,224847400,85.86000,85.87000,1,84.92000
84398,2009/04/14,84.08000,85.76000,84.35000,276598700,84.41000,84.42000,1,85.03000
84398,2009/04/15,83.61000,85.42000,85.25000,250726100,85.25000,85.25000,1,83.84000
84398,2009/04/16,84.77000,87.15000,86.50000,335202900,86.59000,86.60000,1,85.93000
84398,2009/04/17,86.14000,87.65000,87.08000,262648900,87.07000,87.08000,1,86.83000
84398,2009/04/20,83.34000,87.04890,83.43000,293690100,83.46000,83.47000,1,85.54000
84398,2009/04/21,82.75000,85.13000,85.06000,300478400,85.05000,85.06000,1,82.82000
84398,2009/04/22,84.07000,86.34000,84.54000,340395100,84.54000,84.55000,1,84.29000
84398,2009/04/23,83.63000,85.42000,85.37000,324903600,85.35000,85.36000,1,84.71000
84398,2009/04/24,85.69000,87.31000,86.66000,287703000,86.65000,86.66000,1,86.03000
84398,2009/04/27,85.54000,87.01000,85.84000,289581600,85.86000,85.87000,1,85.68000
84398,2009/04/28,84.76000,86.59000,85.57000,247927900,85.59000,85.59000,1,84.97000
84398,2009/04/29,86.30000,88.36000,87.39000,311505600,87.42000,87.38000,1,86.52000
84398,2009/04/30,86.92000,89.02000,87.42000,301419700,87.42000,87.44000,1,88.55000
84398,2009/05/01,86.72000,88.21000,87.89000,236110300,87.85000,87.85000,1,87.44000
84398,2009/05/04,88.38000,90.94000,90.88000,287119900,90.91000,90.91000,1,88.55000
84398,2009/05/05,89.84000,90.93000,90.57000,243036200,90.54000,90.53000,1,90.57000
84398,2009/05/06,90.61000,92.20000,92.14100,291941000,92.12000,92.13000,1,91.68000
84398,2009/05/07,90.28000,93.15000,90.86000,317800500,90.84000,90.85000,1,93.01000
84398,2009/05/08,90.91100,93.22000,92.98000,299081600,92.99000,93.00000,1,92.03000
84398,2009/05/11,91.04000,92.11000,91.24000,247923600,91.20000,91.21000,1,91.70000
84398,2009/05/12,89.85000,91.83000,90.97000,282431200,91.01000,91.01000,1,91.63000
84398,2009/05/13,88.50000,90.01000,88.68000,269619100,88.81000,88.75000,1,89.74000
84398,2009/05/14,88.50000,90.12000,89.44000,260098600,89.42000,89.42000,1,88.72000
84398,2009/05/15,88.15000,90.00000,88.71000,271502600,88.71000,88.72000,1,89.37000
84398,2009/05/18,88.57020,91.34000,91.23000,242217200,91.23000,91.22000,1,89.55000
84398,2009/05/19,90.81000,91.97000,91.12000,206102200,91.09000,91.10000,1,91.18000
84398,2009/05/20,90.41000,92.80000,90.51000,285898100,90.55000,90.56000,1,91.95000
84398,2009/05/21,88.26000,89.80000,89.21000,258988400,89.22000,89.23000,1,89.46000
84398,2009/05/22,88.68000,90.00000,89.02000,166811900,89.03000,89.01000,1,89.46000
84398,2009/05/26,88.32000,91.56000,91.30000,236318400,91.31000,91.32000,1,88.36000
84398,2009/05/27,89.53000,91.75000,89.67000,246313500,89.66000,89.66000,1,91.44000
84398,2009/05/28,89.10000,91.34000,90.92000,289094900,90.90000,90.91000,1,90.46000
84398,2009/05/29,90.68000,93.70000,92.53000,258641400,92.67000,92.70000,1,91.42000
84398,2009/06/01,93.43000,95.17000,94.77000,276246700,94.76000,94.77000,1,93.67000
84398,2009/06/02,87.53000,95.37000,94.85000,230874400,94.89000,94.89000,1,94.40000
84398,2009/06/03,92.76000,94.13000,93.65000,235403900,93.64000,93.65000,1,94.04000
84398,2009/06/04,93.30000,94.67000,94.53000,210102200,94.56000,94.57000,1,94.00000
84398,2009/06/05,93.80000,95.67000,94.55000,284257900,94.55000,94.56000,1,95.49000
84398,2009/06/08,93.04000,95.10000,94.16000,238565100,94.30000,94.24000,1,93.84000
84398,2009/06/09,94.02000,95.14500,94.64000,225125400,94.64000,94.65000,1,94.69000
84398,2009/06/10,93.19000,95.49000,94.40000,296100300,94.36000,94.36000,1,95.48000
84398,2009/06/11,94.56000,96.11000,94.82000,275414100,94.86000,94.87000,1,94.58000
84398,2009/06/12,94.00000,95.14000,95.08000,184373000,95.13000,95.11000,1,94.40000
84398,2009/06/15,92.40000,94.02000,92.90000,224190400,92.89000,92.88000,1,93.96000
84398,2009/06/16,91.58000,93.29000,91.64000,227319000,91.65000,91.66000,1,93.23000
84398,2009/06/17,90.83000,92.33000,91.55000,223445300,91.52000,91.53000,1,91.60000
84398,2009/06/18,91.25000,92.67000,92.21900,211725100,92.15000,92.11000,1,91.69000
84398,2009/06/19,91.52000,92.70000,92.04000,215655600,91.99000,92.00000,1,92.58000
84398,2009/06/22,89.25000,91.19000,89.28000,251913600,89.27000,89.27000,1,91.14000
84398,2009/06/23,88.85000,89.88000,89.35000,188309700,89.37000,89.38000,1,89.47000
84398,2009/06/24,89.60000,91.08000,90.11800,211577600,90.11000,90.12000,1,90.16000
84398,2009/06/25,89.57000,92.17000,92.08000,279410900,92.08000,92.08000,1,89.67000
84398,2009/06/26,91.27000,92.24000,91.84000,167579000,91.79000,91.80000,1,91.77000
84398,2009/06/29,91.60000,92.82000,92.70000,168481200,92.70000,92.71000,1,92.11000
84398,2009/06/30,91.27000,93.06000,91.95000,228888200,92.05000,92.05000,1,92.72000
84398,2009/07/01,92.21000,93.23000,92.33000,173041100,92.33000,92.34000,1,92.34000
84398,2009/07/02,89.76000,92.36240,89.81000,212309800,89.82000,89.82000,1,91.13000
84398,2009/07/06,88.66000,89.93000,89.80000,174499600,89.83000,89.81000,1,88.94000
84398,2009/07/07,88.00000,89.82000,88.06000,197088900,88.06000,88.07000,1,89.71000
84398,2009/07/08,87.00000,88.80000,88.00000,248050500,88.04000,88.04000,1,88.59000
84398,2009/07/09,87.91000,88.90000,88.17000,163777600,88.19000,88.19000,1,88.61000
84398,2009/07/10,87.35000,88.49000,87.96000,173520200,87.95000,87.94000,1,87.70000
84398,2009/07/13,87.59000,90.17000,90.10200,217413400,90.12000,90.13000,1,88.31000
84398,2009/07/14,89.73000,90.69000,90.61000,181555400,90.66000,90.66000,1,90.38000
84398,2009/07/15,90.67950,93.51000,93.26000,220877800,93.29000,93.30000,1,91.81000
84398,2009/07/16,92.82000,94.51000,94.15000,231174500,94.15000,94.16000,1,93.00000
84398,2009/07/17,93.54000,94.32000,94.13000,138561700,94.15000,94.15000,1,94.06000
84398,2009/07/20,94.19000,95.29000,95.13100,164179400,95.12000,95.07000,1,94.68000
84398,2009/07/21,94.42000,95.90000,95.57000,217718200,95.59000,95.58000,1,95.87000
84398,2009/07/22,94.89000,96.13000,95.55000,196067600,95.55000,95.54000,1,94.96000
84398,2009/07/23,95.53000,98.08000,97.66100,258795500,97.66000,97.67000,1,95.61000
84398,2009/07/24,96.69000,98.14000,98.06000,154003000,98.07000,98.06000,1,97.20000
84398,2009/07/27,97.34000,98.40000,98.35000,159259400,98.36000,98.37000,1,97.88000
84398,2009/07/28,97.06000,98.37000,97.89000,186685700,98.08000,98.09000,1,97.66000
84398,2009/07/29,96.98000,98.08800,97.65200,194399300,97.66000,97.66000,1,97.44000
84398,2009/07/30,98.60000,99.83000,98.67000,225575400,98.68000,98.69000,1,98.83000
84398,2009/07/31,98.38000,99.47000,98.81000,207357900,98.77000,98.78000,1,98.65000
84398,2009/08/03,99.31000,100.53000,100.44000,175776900,100.43000,100.40000,1,99.85000
84398,2009/08/04,99.78000,100.84000,100.70000,176714500,100.69000,100.70000,1,99.99000
84398,2009/08/05,99.58000,100.85500,100.41000,184726400,100.40000,100.41000,1,100.77000
84398,2009/08/06,99.42000,101.02000,99.89000,193203700,99.88000,99.89000,1,100.87000
84398,2009/08/07,100.39000,102.03000,101.20200,220684400,101.18000,101.18000,1,100.94000
84398,2009/08/10,100.27000,101.22000,100.99000,130898600,100.97000,100.98000,1,100.74000
84398,2009/08/11,99.46000,100.61000,99.73000,157301000,99.67000,99.67000,1,100.54000
84398,2009/08/12,99.51000,101.56000,100.80000,219052400,100.78000,100.79000,1,99.56000
84398,2009/08/13,100.26000,101.61000,101.57000,176449500,101.58000,101.58000,1,101.26000
84398,2009/08/14,99.70000,101.60000,100.79000,199691200,100.74000,100.74000,1,101.52000
84398,2009/08/17,98.11500,98.95000,98.31000,237892600,98.25000,98.25000,1,98.85000
84398,2009/08/18,98.35000,99.44000,99.09000,173461400,99.17000,99.16000,1,98.53000
84398,2009/08/19,98.21000,100.30000,99.96000,192812700,99.99000,100.00000,1,98.31000
84398,2009/08/20,99.87000,101.22000,100.99000,174131200,101.01000,101.00000,1,100.09000
84398,2009/08/21,101.62000,103.13000,102.97000,224604900,102.93000,102.92000,1,101.82000
84398,2009/08/24,102.59000,103.95000,102.96000,191278900,102.94000,102.95000,1,103.39000
84398,2009/08/25,102.94000,104.26000,103.16000,215310600,103.15000,103.15000,1,103.37000
84398,2009/08/26,102.49000,103.64000,103.17000,194620600,103.17000,103.15000,1,102.84000
84398,2009/08/27,101.94000,103.72000,103.40000,196230000,103.45000,103.46000,1,103.11000
84398,2009/08/28,102.67000,104.35000,103.38000,147024400,103.33000,103.34000,1,104.23000
84398,2009/08/31,101.79000,102.58000,102.46000,176051600,102.47000,102.47000,1,102.37000
84398,2009/09/01,99.99000,103.24000,100.20000,321276700,100.16000,100.17000,1,101.95000
84398,2009/09/02,99.57000,100.44000,99.82000,171805000,99.82000,99.82000,1,99.78000
84398,2009/09/03,99.59000,100.77000,100.65000,143572200,100.65000,100.61000,1,100.40000
84398,2009/09/04,100.55000,102.09000,102.06000,142687800,102.06000,102.07000,1,100.85000
84398,2009/09/08,102.39000,103.05000,102.94000,132909000,102.93000,102.92000,1,103.00000
84398,2009/09/09,102.80000,104.08000,103.73000,154612500,103.75000,103.75000,1,103.12000
84398,2009/09/10,103.22000,104.86000,104.79000,162902400,104.80000,104.79000,1,103.80000
84398,2009/09/11,104.28000,105.30000,104.77000,152383600,104.77000,104.77000,1,104.99000
84398,2009/09/14,103.15000,105.46000,105.28000,149593700,105.33000,105.32000,1,103.88000
84398,2009/09/15,104.76000,106.11000,105.72000,196795900,105.72000,105.71000,1,105.45000
84398,2009/09/16,105.72880,107.34000,107.32000,206406200,107.32000,107.31000,1,106.10000
84398,2009/09/17,106.57000,108.06000,107.16000,229170900,107.17000,107.15000,1,107.17000
84398,2009/09/18,106.36000,107.16000,106.72000,153799100,106.72000,106.73000,1,107.15000
84398,2009/09/21,105.66000,107.00000,106.45000,151892000,106.44000,106.44000,1,105.89000
84398,2009/09/22,106.60000,107.37000,107.07000,143126600,107.08000,107.09000,1,107.08000
84398,2009/09/23,105.99000,108.03000,106.18000,225947300,106.17000,106.16000,1,107.32000
84398,2009/09/24,104.55000,106.64000,105.01000,228636700,104.97000,104.98000,1,106.41000
84398,2009/09/25,104.09000,105.36000,104.45000,204058900,104.52000,104.48000,1,104.78000
84398,2009/09/28,104.83000,106.55000,106.32000,118285700,106.28000,106.29000,1,104.85000
84398,2009/09/29,105.78000,107.02000,106.00000,133733800,106.01000,106.01000,1,106.51000
84398,2009/09/30,104.62000,106.46000,105.59000,254382900,105.64000,105.63000,1,106.36000
84398,2009/10/01,102.95000,105.73310,103.00000,281840600,102.98000,102.99000,1,105.34000
84398,2009/10/02,101.99000,103.10000,102.49000,224748700,102.54000,102.55000,1,102.02000
84398,2009/10/05,102.60000,104.32000,104.02000,149874900,104.03000,104.04000,1,102.90000
84398,2009/10/06,104.71000,106.11000,105.51000,202491000,105.52000,105.53000,1,104.77000
84398,2009/10/07,105.07000,105.91000,105.80000,159200200,105.79000,105.80000,1,105.27000
84398,2009/10/08,105.84490,107.17000,106.61000,183305700,106.60000,106.61000,1,106.55000
84398,2009/10/09,106.36000,107.26000,107.26000,135008200,107.24000,107.25000,1,106.64000
84398,2009/10/12,107.28000,108.09000,107.68000,118031000,107.73000,107.74000,1,107.76000
84398,2009/10/13,106.76000,107.71320,107.46000,157692700,107.51000,107.50000,1,107.39000
84398,2009/10/14,107.41740,109.42000,109.31000,191421500,109.32000,109.33000,1,108.72000
84398,2009/10/15,108.73000,109.71000,109.71000,173873600,109.63000,109.64000,1,108.78000
84398,2009/10/16,108.23000,109.27000,108.89000,192069400,108.88000,108.89000,1,108.80000
84398,2009/10/19,108.73000,110.13000,109.79000,159530400,109.83000,109.84000,1,109.07000
84398,2009/10/20,108.68000,109.98500,109.21100,180921000,109.21000,109.22000,1,109.95000
84398,2009/10/21,108.15000,110.31000,108.23000,225787400,108.24000,108.25000,1,109.04000
84398,2009/10/22,107.50000,109.68000,109.33000,238443900,109.32000,109.33000,1,108.19000
84398,2009/10/23,107.63000,109.76000,108.08000,240033200,108.06000,108.07000,1,109.69000
84398,2009/10/26,106.61000,109.31000,106.91000,242028200,106.84000,106.85000,1,108.20000
84398,2009/10/27,106.16000,107.39000,106.42000,253266300,106.41000,106.42000,1,107.03000
84398,2009/10/28,104.35000,106.47830,104.41000,248821400,104.42000,104.43000,1,106.15000
84398,2009/10/29,104.94000,106.86000,106.65000,198110600,106.63000,106.64000,1,105.19000
84398,2009/10/30,103.44000,106.62000,103.56000,325608100,103.63000,103.64000,1,106.30000
84398,2009/11/02,103.08000,105.41000,104.32000,254489700,104.36000,104.37000,1,104.13000
84398,2009/11/03,103.54000,104.80000,104.65000,228362500,104.66000,104.67000,1,103.74000
84398,2009/11/04,104.65000,106.33000,104.92000,247996700,104.84000,104.85000,1,105.51000
84398,2009/11/05,105.44000,106.88000,106.85010,180015200,106.85000,106.86000,1,105.66000
84398,2009/11/06,106.05000,107.40000,107.13000,170954100,107.15000,107.16000,1,106.26000
84398,2009/11/09,107.87000,109.63000,109.57000,159495600,109.58000,109.59000,1,107.95000
84398,2009/11/10,108.97000,109.93000,109.59000,171899700,109.57000,109.58000,1,109.31000
84398,2009/11/11,109.62000,110.82000,110.15000,169466200,110.12000,110.13000,1,110.31000
84398,2009/11/12,108.75000,110.57000,109.03000,157144500,109.02000,109.03000,1,110.00000
84398,2009/11/13,108.75000,110.09000,109.62000,150962900,109.63000,109.64000,1,109.31000
84398,2009/11/16,110.32000,111.69000,111.21000,210922100,111.20000,111.21000,1,110.38000
84398,2009/11/17,110.50000,111.39000,111.33900,147134100,111.33000,111.34000,1,110.92000
84398,2009/11/18,110.57000,111.43000,111.27000,156486700,111.27000,111.28000,1,111.26000
84398,2009/11/19,109.13000,111.30590,109.82000,208734500,109.79000,109.80000,1,110.51000
84398,2009/11/20,109.01000,109.76000,109.43000,134196000,109.52000,109.53000,1,109.25000
84398,2009/11/23,110.60000,111.74000,110.82000,148010100,110.91000,110.92000,1,110.72000
84398,2009/11/24,110.01000,111.20220,110.99000,138420100,110.94000,110.95000,1,111.00000
84398,2009/11/25,110.82000,111.50000,111.38000,109564700,111.36000,111.37000,1,111.17000
84398,2009/11/27,108.29000,110.32000,109.57000,126001800,109.56000,109.56000,1,108.40000
84398,2009/11/30,108.12000,110.20000,109.94000,160874800,109.97000,109.98000,1,109.48000
84398,2009/12/01,110.73000,111.66000,111.30000,159613600,111.25000,111.26000,1,110.92000
84398,2009/12/02,110.92000,112.01000,111.25000,132315100,111.30000,111.31000,1,111.28000
84398,2009/12/03,110.29000,112.18000,110.38000,167324800,110.43000,110.44000,1,111.55000
84398,2009/12/04,110.04000,112.38000,111.01000,274907800,111.00000,111.01000,1,111.84000
84398,2009/12/07,110.49000,111.53000,110.84000,127973800,110.77000,110.78000,1,110.91000
84398,2009/12/08,109.27000,110.77250,109.61000,169863600,109.64000,109.65000,1,110.04000
84398,2009/12/09,109.02000,110.18000,110.02100,155063400,110.00000,110.01000,1,109.58000
84398,2009/12/10,110.45000,111.12000,110.64000,138014600,110.64000,110.65000,1,110.70000
84398,2009/12/11,110.61000,111.36000,111.11000,124854000,111.20000,111.20000,1,111.11000
84398,2009/12/14,105.47600,112.00000,111.87000,107141500,111.88000,111.89000,1,111.87000
84398,2009/12/15,111.00000,111.92000,111.35000,120408700,111.30000,111.29000,1,111.46000
84398,2009/12/16,111.27000,112.13000,111.52000,155358100,111.49000,111.50000,1,111.80000
84398,2009/12/17,110.08000,110.93000,110.18000,183390100,110.15000,110.17000,1,110.72000
84398,2009/12/18,109.28000,110.30000,110.21000,174591100,110.23000,110.24000,1,110.20000
84398,2009/12/21,110.76000,111.70000,111.33000,118104200,111.33000,111.34000,1,110.76000
84398,2009/12/22,111.42500,111.97000,111.73000,91707400,111.72000,111.73000,1,111.57000
84398,2009/12/23,111.50000,112.11000,111.95000,111783100,111.96000,111.97000,1,112.00000
84398,2009/12/24,111.99480,112.60000,112.48000,39677500,112.57000,112.58000,1,112.19000
84398,2009/12/28,112.32000,112.99000,112.72000,87508400,112.73000,112.74000,1,112.90000
84398,2009/12/29,112.55000,113.03000,112.56200,80572500,112.58000,112.59000,1,113.01000
84398,2009/12/30,112.17000,112.65000,112.52000,73138400,112.53000,112.54000,1,112.23000
84398,2009/12/31,111.39000,112.80000,111.44000,90637900,111.44000,111.45000,1,112.77000
84398,2010/01/04,111.51000,113.39000,113.33000,118944600,113.31000,113.31000,1,112.37000
84398,2010/01/05,112.85000,113.68000,113.63000,111579900,113.63000,113.64000,1,113.26000
84398,2010/01/06,113.43000,113.99000,113.71000,116074400,113.73000,113.74000,1,113.52000
84398,2010/01/07,113.18000,114.33000,114.19000,131091100,114.19000,114.20000,1,113.50000
84398,2010/01/08,113.66000,114.62000,114.57000,126402700,114.56000,114.57000,1,113.89000
84398,2010/01/11,114.23500,115.13000,114.73000,106375700,114.73000,114.74000,1,115.08000
84398,2010/01/12,113.22000,114.21000,113.66000,163333400,113.65000,113.66000,1,113.97000
84398,2010/01/13,113.37000,114.94000,114.62000,161821900,114.63000,114.64000,1,113.95000
84398,2010/01/14,114.42000,115.14000,114.93000,115783700,114.91000,114.92000,1,114.49000
84398,2010/01/15,113.20000,114.84000,113.64000,212283100,113.66000,113.67000,1,114.73000
84398,2010/01/19,113.59000,115.13000,115.06000,139172600,115.05000,115.06000,1,113.62000
84398,2010/01/20,112.98000,114.45000,113.89000,216490100,113.89000,113.90000,1,114.28000
84398,2010/01/21,111.56000,114.27000,111.70000,344859500,111.67000,111.68000,1,113.92000
84398,2010/01/22,109.09000,111.74160,109.21000,345942400,109.22000,109.23000,1,111.20000
84398,2010/01/25,109.41000,110.41000,109.77000,186937400,109.75000,109.76000,1,110.21000
84398,2010/01/26,109.04000,110.47000,109.31000,211168700,109.29000,109.30000,1,109.34000
84398,2010/01/27,108.33000,110.08000,109.83000,271863600,109.82000,109.83000,1,109.17000
84398,2010/01/28,107.91000,110.25000,108.57000,316104000,108.55000,108.56000,1,110.19000
84398,2010/01/29,107.22000,109.80000,107.39000,310677600,107.41000,107.42000,1,109.04000
84398,2010/02/01,107.50080,109.07000,109.06000,187864900,109.00000,109.01000,1,108.15000
84398,2010/02/02,108.88000,110.59000,110.38000,216327900,110.39000,110.40000,1,109.26000
84398,2010/02/03,109.51000,110.48150,109.83000,172730600,109.85000,109.86000,1,109.88000
84398,2010/02/04,106.42000,109.03000,106.44000,356715600,106.46000,106.47000,1,108.98000
84398,2010/02/05,104.58000,106.88000,106.66000,493585700,106.74000,106.75000,1,106.56000
84398,2010/02/08,105.80990,107.33000,105.89000,224166800,105.88000,105.89000,1,106.74000
84398,2010/02/09,106.27000,108.15000,107.22000,337820400,107.23000,107.24000,1,107.13000
84398,2010/02/10,106.11000,107.60000,107.01000,240511500,107.00000,107.01000,1,107.05000
84398,2010/02/11,106.25000,108.25000,108.13000,223591600,108.09000,108.10000,1,106.87000
84398,2010/02/12,106.51000,108.10120,108.04000,304622000,108.01000,108.02000,1,106.99000
84398,2010/02/16,107.82100,109.85000,109.74000,159317400,109.73000,109.74000,1,108.86000
84398,2010/02/17,109.74000,110.41000,110.26000,168845100,110.25000,110.26000,1,110.27000
84398,2010/02/18,110.03500,111.14000,110.91000,193708500,110.95000,110.96000,1,110.08000
84398,2010/02/19,110.36000,111.57000,111.14000,222684800,111.18000,111.19000,1,110.62000
84398,2010/02/22,110.83000,111.58000,111.16000,132346800,111.12000,111.13000,1,111.55000
84398,2010/02/23,109.52000,111.20000,109.81000,207496900,109.78000,109.79000,1,110.86000
84398,2010/02/24,109.86000,111.00000,110.82000,176350600,110.81000,110.82000,1,110.14000
84398,2010/02/25,108.94000,110.75000,110.67000,259634700,110.71000,110.72000,1,109.24000
84398,2010/02/26,110.11000,111.12000,110.74000,173589200,110.74000,110.75000,1,110.77000
84398,2010/03/01,111.17000,112.00000,111.89000,147709600,111.89000,111.90000,1,111.20000
84398,2010/03/02,112.00000,112.74000,112.20000,160992400,112.16000,112.17000,1,112.37000
84398,2010/03/03,112.02000,112.97000,112.30000,150784900,112.27000,112.28000,1,112.49000
84398,2010/03/04,112.03000,112.80000,112.64100,135770400,112.64000,112.65000,1,112.45000
84398,2010/03/05,113.10000,114.34000,114.25000,176118700,114.25000,114.26000,1,113.37000
84398,2010/03/08,114.07000,114.52000,114.27000,114631100,114.26000,114.27000,1,114.26000
84398,2010/03/09,113.87000,114.99000,114.46000,154556700,114.45000,114.46000,1,113.93000
84398,2010/03/10,114.41000,115.27500,114.97000,186088800,114.98000,114.98000,1,114.51000
84398,2010/03/11,114.35000,115.48000,115.45000,160875900,115.45000,115.46000,1,114.70000
84398,2010/03/12,115.14000,115.97000,115.46000,162074700,115.44000,115.45000,1,115.95000
84398,2010/03/15,114.60000,115.57500,115.49000,146816800,115.49000,115.50000,1,115.26000
84398,2010/03/16,115.49000,116.52000,116.41000,168673000,116.40000,116.41000,1,115.81000
84398,2010/03/17,116.41980,117.48000,117.10000,177468100,117.10000,117.11000,1,116.76000
84398,2010/03/18,116.57000,117.27000,117.03750,196509100,117.03000,117.04000,1,117.11000
84398,2010/03/19,115.52000,117.29300,115.97000,226641100,115.96000,115.97000,1,116.96000
84398,2010/03/22,115.24000,116.80000,116.59250,184477700,116.58000,116.59000,1,115.31000
84398,2010/03/23,116.38000,117.51000,117.41000,182941600,117.41000,117.42000,1,116.76000
84398,2010/03/24,115.58000,117.42640,116.84000,196183300,116.82000,116.83000,1,116.97000
84398,2010/03/25,116.51000,118.16660,116.65000,223396200,116.63000,116.64000,1,117.63000
84398,2010/03/26,116.12000,117.42000,116.58200,205808500,116.65000,116.66000,1,116.87000
84398,2010/03/29,116.68860,117.53000,117.32000,134513500,117.34000,117.35000,1,117.16990
84398,2010/03/30,116.91000,117.83000,117.40000,145772400,117.37000,117.37000,1,117.46000
84398,2010/03/31,116.61000,117.52000,117.00000,161078700,116.98000,116.99000,1,116.95000
84398,2010/04/01,117.10000,118.25000,117.80000,161215200,117.81000,117.82000,1,117.80000
84398,2010/04/05,117.92000,118.84000,118.76000,105847600,118.78000,118.79000,1,118.25000
84398,2010/04/06,118.29000,119.25000,119.04000,110384100,119.01000,119.02000,1,118.42000
84398,2010/04/07,117.81000,119.35670,118.36000,184576300,118.37000,118.38000,1,118.80000
84398,2010/04/08,117.60000,118.97000,118.77250,158704000,118.76000,118.77000,1,117.95000
84398,2010/04/09,118.80000,119.60000,119.55000,133006500,119.53000,119.54000,1,119.02000
84398,2010/04/12,119.56000,120.05000,119.74000,110278900,119.75000,119.76000,1,119.70000
84398,2010/04/13,119.00000,120.04000,119.83000,125125100,119.86000,119.87000,1,119.62000
84398,2010/04/14,120.08000,121.19000,121.19000,161609000,121.17000,121.18000,1,120.27000
84398,2010/04/15,120.95000,121.56540,121.29000,144615200,121.30000,121.31000,1,120.99000
84398,2010/04/16,118.75000,121.28500,119.36000,366879700,119.35000,119.36000,1,120.86000
84398,2010/04/19,118.47000,119.93000,119.81000,217947700,119.84000,119.85000,1,119.01000
84398,2010/04/20,119.87100,120.98000,120.88000,157707900,120.87000,120.88000,1,120.56000
84398,2010/04/21,119.99000,121.23000,120.66000,192910100,120.64000,120.65000,1,120.95000
84398,2010/04/22,119.12000,121.17000,121.02000,239188600,120.99000,121.00000,1,119.81000
84398,2010/04/23,120.63000,121.86000,121.81250,177335400,121.79000,121.80000,1,120.94000
84398,2010/04/26,121.23000,122.12000,121.35000,143457200,121.34000,121.35000,1,121.85000
84398,2010/04/27,118.25000,121.33460,118.48000,355853700,118.48000,118.49000,1,120.65000
84398,2010/04/28,118.27000,119.68000,119.38000,300677600,119.32000,119.33000,1,119.05000
84398,2010/04/29,120.07000,121.11000,120.85750,193774900,120.83000,120.84000,1,120.10000
84398,2010/04/30,118.78000,121.01000,118.81250,270000900,118.83000,118.84000,1,120.88000
84398,2010/05/03,119.20000,120.68000,120.35000,182747800,120.39000,120.39000,1,119.38000
84398,2010/05/04,116.92000,119.03000,117.52000,360353400,117.54000,117.55000,1,119.01000
84398,2010/05/05,115.97000,117.80000,116.82000,328973200,116.83000,116.84000,1,116.56000
84398,2010/05/06,105.00000,117.00000,112.94200,647356500,112.88000,112.89000,1,116.26000
84398,2010/05/07,109.41000,113.77000,111.26000,637558700,111.30000,111.31000,1,112.64000
84398,2010/05/10,114.91000,116.65000,116.16000,396159600,116.14000,116.15000,1,115.81000
84398,2010/05/11,114.91000,117.36000,115.83000,317849700,115.82000,115.83000,1,115.07000
84398,2010/05/12,116.09000,117.62000,117.45000,235607000,117.44000,117.45000,1,116.29000
84398,2010/05/13,115.89000,117.68000,115.99000,234456100,115.99000,116.00000,1,117.13000
84398,2010/05/14,112.87000,115.33000,113.89000,345602100,113.90000,113.91000,1,115.12000
84398,2010/05/17,111.77000,114.52000,113.95000,325944000,113.95000,113.96000,1,114.20000
84398,2010/05/18,112.03000,115.22000,112.40000,360595900,112.40000,112.41000,1,114.88000
84398,2010/05/19,110.36000,112.77000,111.76000,394759500,111.79000,111.80000,1,111.77000
84398,2010/05/20,107.47000,109.89000,107.54000,530423600,107.50000,107.51000,1,109.38000
84398,2010/05/21,105.36120,109.38000,109.11500,500909300,109.08000,109.09000,1,105.91000
84398,2010/05/24,107.61000,109.39000,107.71000,269823000,107.72000,107.73000,1,108.52000
84398,2010/05/25,104.38000,107.87000,107.81800,396505100,107.81000,107.82000,1,105.11000
84398,2010/05/26,106.85000,109.47000,107.17000,349719200,107.15000,107.16000,1,108.48000
84398,2010/05/27,108.78010,110.80000,110.76000,300870500,110.77000,110.78000,1,109.19000
84398,2010/05/28,108.85000,110.72400,109.36900,297933400,109.37000,109.38000,1,110.64000
84398,2010/06/01,107.37000,109.95000,107.53000,277909400,107.51000,107.52000,1,108.35000
84398,2010/06/02,107.50910,110.34000,110.33000,240243600,110.30000,110.31000,1,108.08000
84398,2010/06/03,109.58000,111.06000,110.71000,226618200,110.70000,110.71000,1,110.65000
84398,2010/06/04,106.46500,109.33000,106.82000,398475600,107.00000,107.01000,1,108.61000
84398,2010/06/07,105.41000,107.61000,105.49000,264609100,105.49000,105.50000,1,107.20000
84398,2010/06/08,104.65000,106.83000,106.62000,357774300,106.57000,106.58000,1,105.57000
84398,2010/06/09,105.60000,108.28000,106.05000,268023200,106.01000,106.02000,1,107.24000
